step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
12,CASH_IN,5249.2,C1000132,50361.51,55610.71,C8183489,17976.34,12727.14,0,0
13,PAYMENT,4202.55,C1000132,55610.71,51408.16,M1725749,0.0,0.0,0,0
14,CASH_OUT,5514.41,C1000132,51408.16,45893.75,C8969243,2082.69,7597.1,0,0
15,PAYMENT,436.27,C1000132,45893.75,45457.48,M1806833,0.0,0.0,0,0
1,CASH_IN,2274.38,C1000133,58446.91,60721.29,C8080771,10382.82,8108.44,0,0
2,PAYMENT,5309.97,C1000133,60721.29,55411.32,M1672568,0.0,0.0,0,0
3,PAYMENT,1246.2,C1000133,55411.32,54165.12,M1175004,0.0,0.0,0,0
4,CASH_IN,891.23,C1000133,54165.12,55056.35,C8028709,12288.55,11397.32,0,0
5,CASH_IN,1560.98,C1000133,55056.35,56617.33,C8746180,1232.48,0.0,0,0
6,CASH_OUT,1230.86,C1000133,56617.33,55386.47,C8762325,7133.86,8364.72,0,0
7,CASH_OUT,698.64,C1000133,55386.47,54687.83,C8699270,11351.01,12049.65,0,0
8,PAYMENT,4080.33,C1000133,54687.83,50607.5,M1338030,0.0,0.0,0,0
9,CASH_IN,5491.99,C1000133,50607.5,56099.49,C8071168,3634.59,0.0,0,0
1,CASH_IN,4845.48,C1000134,13919.43,18764.91,C8334462,3529.15,0.0,0,0
2,CASH_OUT,1549.57,C1000134,18764.91,17215.34,C8744924,655.14,2204.71,0,0
3,CASH_IN,6195.33,C1000134,17215.34,23410.67,C8976199,1343.26,0.0,0,0
1,DEBIT,4702.42,C1000135,69716.08,65013.66,C8384306,16562.46,21264.88,0,0
2,CASH_OUT,3062.58,C1000135,65013.66,61951.08,C8528462,5266.85,8329.43,0,0
1,CASH_IN,2755.05,C1000136,3621.37,6376.42,C8152946,2996.66,241.61,0,0
2,CASH_OUT,5080.17,C1000136,6376.42,1296.25,C8186754,1413.01,6493.18,0,0
3,PAYMENT,613.67,C1000136,1296.25,682.58,M1502139,0.0,0.0,0,0
4,PAYMENT,655.53,C1000136,682.58,27.05,M1956186,0.0,0.0,0,0
5,CASH_IN,2300.92,C1000136,27.05,2327.97,C8928812,16338.96,14038.04,0,0
6,CASH_OUT,996.08,C1000136,2327.97,1331.89,C8685866,16310.06,17306.14,0,0
7,CASH_IN,6067.64,C1000136,1331.89,7399.53,C8471721,19965.12,13897.48,0,0
8,CASH_IN,6906.7,C1000136,7399.53,14306.23,C8478511,4232.05,0.0,0,0
9,PAYMENT,2440.4,C1000136,14306.23,11865.83,M1939424,0.0,0.0,0,0
10,PAYMENT,4206.06,C1000136,11865.83,7659.77,M1856735,0.0,0.0,0,0
11,PAYMENT,2145.08,C1000136,7659.77,5514.69,M1128274,0.0,0.0,0,0
12,PAYMENT,4946.58,C1000136,5514.69,568.11,M1615516,0.0,0.0,0,0
13,PAYMENT,518.67,C1000136,568.11,49.44,M1997424,0.0,0.0,0,0
14,CASH_IN,4857.75,C1000136,49.44,4907.19,C8216389,1686.9,0.0,0,0
15,PAYMENT,386.16,C1000136,4907.19,4521.03,M1762230,0.0,0.0,0,0
1,CASH_OUT,3207.58,C1000137,33431.09,30223.51,C8299036,9435.71,12643.29,0,0
2,CASH_IN,7978.62,C1000137,30223.51,38202.13,C8688061,7005.96,0.0,0,0
3,PAYMENT,771.24,C1000137,38202.13,37430.89,M1391060,0.0,0.0,0,0
4,TRANSFER,5641.1,C1000137,37430.89,31789.79,C8553513,12548.92,18190.02,0,0
5,CASH_OUT,4792.28,C1000137,31789.79,26997.51,C8232720,16394.77,21187.05,0,0
6,PAYMENT,3725.67,C1000137,26997.51,23271.84,M1258589,0.0,0.0,0,0
7,CASH_IN,6313.49,C1000137,23271.84,29585.33,C8755243,17072.68,10759.19,0,0
8,CASH_IN,4429.11,C1000137,29585.33,34014.44,C8396954,12370.8,7941.69,0,0
9,PAYMENT,1225.28,C1000137,34014.44,32789.16,M1890462,0.0,0.0,0,0
10,PAYMENT,4453.85,C1000137,32789.16,28335.31,M1550963,0.0,0.0,0,0
11,CASH_IN,7366.88,C1000137,28335.31,35702.19,C8646934,2035.37,0.0,0,0
12,PAYMENT,2854.86,C1000137,35702.19,32847.33,M1939719,0.0,0.0,0,0
13,CASH_IN,608.97,C1000137,32847.33,33456.3,C8954871,364.62,0.0,0,0
1,PAYMENT,3419.91,C1000138,65304.55,61884.64,M1083883,0.0,0.0,0,0
2,CASH_IN,7599.6,C1000138,61884.64,69484.24,C8234295,15320.67,7721.07,0,0
3,CASH_IN,4180.71,C1000138,69484.24,73664.95,C8557071,16646.39,12465.68,0,0
4,PAYMENT,3942.6,C1000138,73664.95,69722.35,M1182903,0.0,0.0,0,0
5,PAYMENT,5357.04,C1000138,69722.35,64365.31,M1239535,0.0,0.0,0,0
6,CASH_IN,2545.4,C1000138,64365.31,66910.71,C8691553,9723.17,7177.77,0,0
1,CASH_IN,5970.39,C1000139,44264.21,50234.6,C8242778,2362.62,0.0,0,0
2,CASH_OUT,3540.85,C1000139,50234.6,46693.75,C8439130,8639.32,12180.17,0,0
3,PAYMENT,730.59,C1000139,46693.75,45963.16,M1146622,0.0,0.0,0,0
4,CASH_OUT,1010.49,C1000139,45963.16,44952.67,C8940270,3393.94,4404.43,0,0
5,CASH_IN,1602.17,C1000139,44952.67,46554.84,C8590536,17925.7,16323.53,0,0
6,PAYMENT,3141.54,C1000139,46554.84,43413.3,M1776454,0.0,0.0,0,0
7,PAYMENT,2840.18,C1000139,43413.3,40573.12,M1320104,0.0,0.0,0,0
8,CASH_IN,7326.45,C1000139,40573.12,47899.57,C8514913,6064.97,0.0,0,0
9,CASH_IN,4676.89,C1000139,47899.57,52576.46,C8154243,4020.32,0.0,0,0
10,CASH_IN,4175.5,C1000139,52576.46,56751.96,C8048988,13067.9,8892.4,0,0
11,TRANSFER,1098.45,C1000139,56751.96,55653.51,C8359338,15130.32,16228.77,0,0
12,PAYMENT,4674.25,C1000139,55653.51,50979.26,M1680410,0.0,0.0,0,0
13,CASH_IN,204.41,C1000139,50979.26,51183.67,C8798007,5462.66,5258.25,0,0
14,CASH_OUT,3581.36,C1000139,51183.67,47602.31,C8550532,7512.12,11093.48,0,0
15,CASH_IN,1349.26,C1000139,47602.31,48951.57,C8919221,7425.61,6076.35,0,0
1,CASH_IN,4301.0,C1000140,13750.92,18051.92,C8742488,279.45,0.0,0,0
2,PAYMENT,3073.75,C1000140,18051.92,14978.17,M1287669,0.0,0.0,0,0
3,PAYMENT,3689.29,C1000140,14978.17,11288.88,M1304955,0.0,0.0,0,0
1,PAYMENT,1436.43,C1000141,31582.74,30146.31,M1592206,0.0,0.0,0,0
2,PAYMENT,1862.6,C1000141,30146.31,28283.71,M1804617,0.0,0.0,0,0
1,CASH_OUT,4975.85,C1000142,31016.29,26040.44,C8383887,5927.75,10903.6,0,0
2,PAYMENT,264.4,C1000142,26040.44,25776.04,M1236289,0.0,0.0,0,0
3,PAYMENT,5269.92,C1000142,25776.04,20506.12,M1675484,0.0,0.0,0,0
4,PAYMENT,2759.19,C1000142,20506.12,17746.93,M1911986,0.0,0.0,0,0
5,TRANSFER,2946.37,C1000142,17746.93,14800.56,C8284703,405.18,3351.55,0,0
6,CASH_IN,7790.63,C1000142,14800.56,22591.19,C8554718,13068.1,5277.47,0,0
7,DEBIT,3177.32,C1000142,22591.19,19413.87,C8235612,2979.56,6156.88,0,0
8,CASH_OUT,288.75,C1000142,19413.87,19125.12,C8334273,16490.05,16778.8,0,0
9,TRANSFER,2500.23,C1000142,19125.12,16624.89,C8358259,19387.08,21887.31,0,0
10,PAYMENT,924.82,C1000142,16624.89,15700.07,M1327170,0.0,0.0,0,0
11,PAYMENT,3957.99,C1000142,15700.07,11742.08,M1999120,0.0,0.0,0,0
12,PAYMENT,5435.59,C1000142,11742.08,6306.49,M1991894,0.0,0.0,0,0
13,PAYMENT,3894.44,C1000142,6306.49,2412.05,M1076090,0.0,0.0,0,0
14,CASH_OUT,1585.76,C1000142,2412.05,826.29,C8040498,10726.4,12312.16,0,0
15,PAYMENT,688.01,C1000142,826.29,138.28,M1423778,0.0,0.0,0,0
16,CASH_OUT,95.22,C1000142,138.28,43.06,C8970135,15808.27,15903.49,0,0
17,PAYMENT,43.06,C1000142,43.06,0.0,M1616031,0.0,0.0,0,0
1,CASH_OUT,3159.03,C1000143,10743.74,7584.71,C8867484,19922.55,23081.58,0,0
2,PAYMENT,1642.9,C1000143,7584.71,5941.81,M1850430,0.0,0.0,0,0
3,TRANSFER,2856.06,C1000143,5941.81,3085.75,C8023904,17123.9,19979.96,0,0
4,CASH_IN,199.87,C1000143,3085.75,3285.62,C8493909,9100.44,8900.57,0,0
5,CASH_OUT,1523.48,C1000143,3285.62,1762.14,C8007938,7949.48,9472.96,0,0
6,TRANSFER,347.03,C1000143,1762.14,1415.11,C8130645,15126.14,15473.17,0,0
7,PAYMENT,841.7,C1000143,1415.11,573.41,M1778068,0.0,0.0,0,0
8,CASH_IN,1020.02,C1000143,573.41,1593.43,C8515729,2285.26,1265.24,0,0
9,PAYMENT,698.49,C1000143,1593.43,894.94,M1864735,0.0,0.0,0,0
1,TRANSFER,4644.81,C1000144,21130.74,16485.93,C8927250,14666.9,19311.71,0,0
2,CASH_OUT,4350.67,C1000144,16485.93,12135.26,C8850561,13627.79,17978.46,0,0
3,PAYMENT,3313.54,C1000144,12135.26,8821.72,M1674450,0.0,0.0,0,0
4,PAYMENT,3930.76,C1000144,8821.72,4890.96,M1770608,0.0,0.0,0,0
5,CASH_OUT,2470.87,C1000144,4890.96,2420.09,C8114420,13324.34,15795.21,0,0
6,CASH_IN,1174.38,C1000144,2420.09,3594.47,C8090054,7322.11,6147.73,0,0
7,PAYMENT,125.92,C1000144,3594.47,3468.55,M1413664,0.0,0.0,0,0
8,CASH_OUT,1246.03,C1000144,3468.55,2222.52,C8989657,5497.54,6743.57,0,0
9,CASH_IN,2055.39,C1000144,2222.52,4277.91,C8461720,14514.17,12458.78,0,0
1,TRANSFER,55295.58,C1000145,55295.58,0.0,C8675747,0.0,0.0,1,0
1,PAYMENT,4228.34,C1000146,62040.51,57812.17,M1746103,0.0,0.0,0,0
1,PAYMENT,3970.29,C1000147,23390.61,19420.32,M1242625,0.0,0.0,0,0
2,CASH_IN,345.43,C1000147,19420.32,19765.75,C8921753,11075.24,10729.81,0,0
3,PAYMENT,5260.54,C1000147,19765.75,14505.21,M1575876,0.0,0.0,0,0
4,PAYMENT,2197.88,C1000147,14505.21,12307.33,M1437034,0.0,0.0,0,0
5,PAYMENT,4931.82,C1000147,12307.33,7375.51,M1848667,0.0,0.0,0,0
6,PAYMENT,2945.59,C1000147,7375.51,4429.92,M1590311,0.0,0.0,0,0
7,DEBIT,3506.49,C1000147,4429.92,923.43,C8075330,16997.17,20503.66,0,0
8,CASH_IN,5392.52,C1000147,923.43,6315.95,C8071375,15381.24,9988.72,0,0
9,CASH_IN,5167.88,C1000147,6315.95,11483.83,C8505757,17671.03,12503.15,0,0
10,PAYMENT,2990.49,C1000147,11483.83,8493.34,M1971042,0.0,0.0,0,0
11,PAYMENT,1283.81,C1000147,8493.34,7209.53,M1729818,0.0,0.0,0,0
12,CASH_IN,3505.15,C1000147,7209.53,10714.68,C8915771,3636.31,131.16,0,0
13,TRANSFER,3746.05,C1000147,10714.68,6968.63,C8331463,18460.29,22206.34,0,0
14,CASH_IN,5231.01,C1000147,6968.63,12199.64,C8745683,13998.45,8767.44,0,0
15,CASH_IN,1781.5,C1000147,12199.64,13981.14,C8321828,2127.61,346.11,0,0
16,CASH_IN,6919.9,C1000147,13981.14,20901.04,C8073497,6072.9,0.0,0,0
17,CASH_OUT,1952.31,C1000147,20901.04,18948.73,C8675170,5735.48,7687.79,0,0
18,PAYMENT,3304.92,C1000147,18948.73,15643.81,M1556542,0.0,0.0,0,0
1,DEBIT,5399.61,C1000148,18797.86,13398.25,C8506470,12457.02,17856.63,0,0
2,CASH_IN,2680.82,C1000148,13398.25,16079.07,C8109271,3902.86,1222.04,0,0
3,PAYMENT,1652.14,C1000148,16079.07,14426.93,M1151634,0.0,0.0,0,0
4,PAYMENT,1642.22,C1000148,14426.93,12784.71,M1447198,0.0,0.0,0,0
5,DEBIT,337.13,C1000148,12784.71,12447.58,C8853139,13795.04,14132.17,0,0
6,PAYMENT,1341.15,C1000148,12447.58,11106.43,M1340363,0.0,0.0,0,0
7,PAYMENT,25.54,C1000148,11106.43,11080.89,M1016049,0.0,0.0,0,0
8,PAYMENT,1652.18,C1000148,11080.89,9428.71,M1473767,0.0,0.0,0,0
9,CASH_IN,7351.25,C1000148,9428.71,16779.96,C8750807,4301.52,0.0,0,0
10,CASH_OUT,5069.59,C1000148,16779.96,11710.37,C8310002,16052.92,21122.51,0,0
11,PAYMENT,764.2,C1000148,11710.37,10946.17,M1663290,0.0,0.0,0,0
1,CASH_OUT,950.94,C1000149,70802.63,69851.69,C8288997,18328.66,19279.6,0,0
2,CASH_OUT,516.83,C1000149,69851.69,69334.86,C8686128,11585.08,12101.91,0,0
3,TRANSFER,4869.17,C1000149,69334.86,64465.69,C8938486,17497.94,22367.11,0,0
4,PAYMENT,961.96,C1000149,64465.69,63503.73,M1340344,0.0,0.0,0,0
5,PAYMENT,228.8,C1000149,63503.73,63274.93,M1856765,0.0,0.0,0,0
6,DEBIT,870.85,C1000149,63274.93,62404.08,C8281245,2227.3,3098.15,0,0
7,PAYMENT,483.76,C1000149,62404.08,61920.32,M1788915,0.0,0.0,0,0
8,CASH_IN,420.16,C1000149,61920.32,62340.48,C8874634,15201.44,14781.28,0,0
9,CASH_IN,7975.43,C1000149,62340.48,70315.91,C8024273,6957.41,0.0,0,0
10,CASH_OUT,5142.32,C1000149,70315.91,65173.59,C8285508,14571.87,19714.19,0,0
11,CASH_OUT,1482.49,C1000149,65173.59,63691.1,C8424851,17090.54,18573.03,0,0
1,CASH_OUT,3158.96,C1000150,54149.66,50990.7,C8888661,19550.12,22709.08,0,0
2,CASH_OUT,2067.04,C1000150,50990.7,48923.66,C8775725,7471.82,9538.86,0,0
3,PAYMENT,1795.69,C1000150,48923.66,47127.97,M1813318,0.0,0.0,0,0
1,CASH_IN,2005.12,C1000151,15053.87,17058.99,C8435657,12237.89,10232.77,0,0
2,CASH_OUT,1178.88,C1000151,17058.99,15880.11,C8901180,6895.32,8074.2,0,0
3,CASH_OUT,3049.53,C1000151,15880.11,12830.58,C8346176,8935.93,11985.46,0,0
4,CASH_OUT,1618.65,C1000151,12830.58,11211.93,C8148619,12248.91,13867.56,0,0
5,PAYMENT,2032.91,C1000151,11211.93,9179.02,M1710142,0.0,0.0,0,0
6,PAYMENT,3638.96,C1000151,9179.02,5540.06,M1804276,0.0,0.0,0,0
7,TRANSFER,1766.88,C1000151,5540.06,3773.18,C8402843,6865.23,8632.11,0,0
1,CASH_IN,443.8,C1000152,72925.5,73369.3,C8292325,2624.1,2180.3,0,0
2,PAYMENT,1369.32,C1000152,73369.3,71999.98,M1638339,0.0,0.0,0,0
3,CASH_IN,2323.1,C1000152,71999.98,74323.08,C8225448,1431.75,0.0,0,0
1,PAYMENT,1196.1,C1000153,50136.03,48939.93,M1248409,0.0,0.0,0,0
2,TRANSFER,2905.57,C1000153,48939.93,46034.36,C8529800,18482.49,21388.06,0,0
3,CASH_OUT,2502.42,C1000153,46034.36,43531.94,C8632694,1304.31,3806.73,0,0
4,CASH_IN,4038.21,C1000153,43531.94,47570.15,C8989438,10075.13,6036.92,0,0
5,CASH_IN,4083.23,C1000153,47570.15,51653.38,C8676452,8768.14,4684.91,0,0
6,DEBIT,3426.48,C1000153,51653.38,48226.9,C8272488,4286.91,7713.39,0,0
1,CASH_OUT,56.23,C1000154,32992.04,32935.81,C8788781,8612.2,8668.43,0,0
2,PAYMENT,1668.48,C1000154,32935.81,31267.33,M1074998,0.0,0.0,0,0
3,DEBIT,1865.52,C1000154,31267.33,29401.81,C8652264,18326.04,20191.56,0,0
4,CASH_OUT,5802.34,C1000154,29401.81,23599.47,C8997647,17360.35,23162.69,0,0
5,TRANSFER,23599.47,C1000154,23599.47,0.0,C8318898,0.0,0.0,1,0
6,CASH_IN,1137.81,C1000154,0.0,1137.81,C8454169,13691.03,12553.22,0,0
1,PAYMENT,1105.1,C1000155,23389.93,22284.83,M1999205,0.0,0.0,0,0
2,CASH_OUT,5059.04,C1000155,22284.83,17225.79,C8187531,15160.04,20219.08,0,0
1,CASH_IN,5850.97,C1000156,5593.06,11444.03,C8208726,8172.02,2321.05,0,0
2,CASH_OUT,2628.75,C1000156,11444.03,8815.28,C8405958,10350.1,12978.85,0,0
3,CASH_IN,4086.29,C1000156,8815.28,12901.57,C8579015,18812.22,14725.93,0,0
4,TRANSFER,115.18,C1000156,12901.57,12786.39,C8221486,10012.14,10127.32,0,0
5,CASH_OUT,3323.26,C1000156,12786.39,9463.13,C8236373,14291.04,17614.3,0,0
6,PAYMENT,3996.12,C1000156,9463.13,5467.01,M1375558,0.0,0.0,0,0
7,TRANSFER,2210.62,C1000156,5467.01,3256.39,C8704031,3578.5,5789.12,0,0
8,TRANSFER,2566.44,C1000156,3256.39,689.95,C8783577,11872.26,14438.7,0,0
1,PAYMENT,4962.76,C1000157,55218.6,50255.84,M1885675,0.0,0.0,0,0
2,PAYMENT,755.37,C1000157,50255.84,49500.47,M1073695,0.0,0.0,0,0
3,PAYMENT,5276.0,C1000157,49500.47,44224.47,M1438811,0.0,0.0,0,0
1,PAYMENT,844.64,C1000158,35467.86,34623.22,M1118548,0.0,0.0,0,0
2,PAYMENT,4657.04,C1000158,34623.22,29966.18,M1655914,0.0,0.0,0,0
1,PAYMENT,5698.45,C1000159,64835.72,59137.27,M1731370,0.0,0.0,0,0
2,CASH_OUT,3788.81,C1000159,59137.27,55348.46,C8613558,5574.2,9363.01,0,0
1,CASH_IN,5314.59,C1000160,71125.03,76439.62,C8599974,2305.42,0.0,0,0
2,PAYMENT,2666.31,C1000160,76439.62,73773.31,M1293374,0.0,0.0,0,0
3,DEBIT,2611.85,C1000160,73773.31,71161.46,C8529833,13917.58,16529.43,0,0
4,CASH_OUT,3125.5,C1000160,71161.46,68035.96,C8244536,11088.39,14213.89,0,0
5,PAYMENT,4088.98,C1000160,68035.96,63946.98,M1321495,0.0,0.0,0,0
6,TRANSFER,915.41,C1000160,63946.98,63031.57,C8387500,11936.75,12852.16,0,0
1,PAYMENT,4176.33,C1000161,69068.3,64891.97,M1340300,0.0,0.0,0,0
2,TRANSFER,5998.29,C1000161,64891.97,58893.68,C8322796,5610.48,11608.77,0,0
3,CASH_OUT,1626.92,C1000161,58893.68,57266.76,C8225023,13839.87,15466.79,0,0
4,CASH_OUT,1340.86,C1000161,57266.76,55925.9,C8987217,17775.76,19116.62,0,0
5,CASH_IN,4015.69,C1000161,55925.9,59941.59,C8506373,5769.85,1754.16,0,0
6,PAYMENT,5272.73,C1000161,59941.59,54668.86,M1142278,0.0,0.0,0,0
7,CASH_OUT,5279.02,C1000161,54668.86,49389.84,C8710166,2433.81,7712.83,0,0
8,CASH_IN,1772.86,C1000161,49389.84,51162.7,C8219066,2411.55,638.69,0,0
9,TRANSFER,5648.22,C1000161,51162.7,45514.48,C8465608,6479.59,12127.81,0,0
10,CASH_IN,6003.17,C1000161,45514.48,51517.65,C8586387,13358.48,7355.31,0,0
1,PAYMENT,5281.06,C1000162,32394.35,27113.29,M1661050,0.0,0.0,0,0
2,TRANSFER,1312.35,C1000162,27113.29,25800.94,C8474381,9699.21,11011.56,0,0
3,CASH_IN,2329.2,C1000162,25800.94,28130.14,C8864139,15154.33,12825.13,0,0
4,CASH_IN,2044.73,C1000162,28130.14,30174.87,C8629787,12620.56,10575.83,0,0
5,PAYMENT,2195.51,C1000162,30174.87,27979.36,M1877289,0.0,0.0,0,0
6,DEBIT,1143.41,C1000162,27979.36,26835.95,C8724359,17166.85,18310.26,0,0
7,PAYMENT,3579.39,C1000162,26835.95,23256.56,M1629109,0.0,0.0,0,0
8,CASH_OUT,4808.02,C1000162,23256.56,18448.54,C8983819,11903.62,16711.64,0,0
9,CASH_IN,5261.97,C1000162,18448.54,23710.51,C8580134,13822.64,8560.67,0,0
10,CASH_IN,1941.38,C1000162,23710.51,25651.89,C8227810,19612.81,17671.43,0,0
11,PAYMENT,1435.37,C1000162,25651.89,24216.52,M1432463,0.0,0.0,0,0
12,PAYMENT,2178.2,C1000162,24216.52,22038.32,M1858672,0.0,0.0,0,0
13,CASH_IN,1312.05,C1000162,22038.32,23350.37,C8064254,3181.44,1869.39,0,0
14,PAYMENT,1429.23,C1000162,23350.37,21921.14,M1486357,0.0,0.0,0,0
15,PAYMENT,2235.29,C1000162,21921.14,19685.85,M1019903,0.0,0.0,0,0
16,PAYMENT,3734.97,C1000162,19685.85,15950.88,M1318250,0.0,0.0,0,0
17,DEBIT,443.39,C1000162,15950.88,15507.49,C8168827,17456.11,17899.5,0,0
1,PAYMENT,4875.05,C1000163,34134.03,29258.98,M1302018,0.0,0.0,0,0
2,CASH_IN,1830.28,C1000163,29258.98,31089.26,C8914003,6214.81,4384.53,0,0
3,PAYMENT,1857.06,C1000163,31089.26,29232.2,M1199678,0.0,0.0,0,0
4,DEBIT,1154.09,C1000163,29232.2,28078.11,C8332805,18387.94,19542.03,0,0
5,PAYMENT,61.13,C1000163,28078.11,28016.98,M1342653,0.0,0.0,0,0
6,CASH_IN,2875.11,C1000163,28016.98,30892.09,C8854944,11909.99,9034.88,0,0
7,PAYMENT,1026.97,C1000163,30892.09,29865.12,M1959498,0.0,0.0,0,0
8,TRANSFER,3699.08,C1000163,29865.12,26166.04,C8471148,4362.98,8062.06,0,0
9,DEBIT,4605.83,C1000163,26166.04,21560.21,C8638875,877.17,5483.0,0,0
10,TRANSFER,4648.66,C1000163,21560.21,16911.55,C8166635,13015.6,17664.26,0,0
1,PAYMENT,4362.85,C1000164,20325.75,15962.9,M1402838,0.0,0.0,0,0
2,PAYMENT,1761.75,C1000164,15962.9,14201.15,M1856877,0.0,0.0,0,0
3,CASH_OUT,3613.08,C1000164,14201.15,10588.07,C8506544,8748.89,12361.97,0,0
4,CASH_IN,6727.48,C1000164,10588.07,17315.55,C8467812,17582.27,10854.79,0,0
5,DEBIT,3663.01,C1000164,17315.55,13652.54,C8629515,8697.68,12360.69,0,0
6,PAYMENT,3560.18,C1000164,13652.54,10092.36,M1516442,0.0,0.0,0,0
7,PAYMENT,5112.82,C1000164,10092.36,4979.54,M1025531,0.0,0.0,0,0
8,PAYMENT,2622.74,C1000164,4979.54,2356.8,M1308925,0.0,0.0,0,0
9,PAYMENT,2113.14,C1000164,2356.8,243.66,M1614987,0.0,0.0,0,0
10,PAYMENT,217.83,C1000164,243.66,25.83,M1951616,0.0,0.0,0,0
11,PAYMENT,24.52,C1000164,25.83,1.31,M1762989,0.0,0.0,0,0
12,PAYMENT,1.31,C1000164,1.31,0.0,M1420815,0.0,0.0,0,0
13,CASH_IN,1875.74,C1000164,0.0,1875.74,C8245784,16612.7,14736.96,0,0
14,PAYMENT,1839.08,C1000164,1875.74,36.66,M1806669,0.0,0.0,0,0
15,TRANSFER,36.66,C1000164,36.66,0.0,C8225523,2405.71,2442.37,0,0
16,CASH_IN,2233.75,C1000164,0.0,2233.75,C8703350,10985.4,8751.65,0,0
1,PAYMENT,1826.27,C1000165,6327.91,4501.64,M1433983,0.0,0.0,0,0
2,CASH_IN,4127.99,C1000165,4501.64,8629.63,C8144914,12471.5,8343.51,0,0
3,TRANSFER,1671.95,C1000165,8629.63,6957.68,C8241179,5886.46,7558.41,0,0
4,TRANSFER,2727.45,C1000165,6957.68,4230.23,C8503176,10114.67,12842.12,0,0
5,CASH_IN,1825.41,C1000165,4230.23,6055.64,C8474782,9759.52,7934.11,0,0
6,TRANSFER,4309.52,C1000165,6055.64,1746.12,C8149511,3489.24,7798.76,0,0
7,CASH_OUT,739.28,C1000165,1746.12,1006.84,C8359791,18661.5,19400.78,0,0
8,TRANSFER,793.61,C1000165,1006.84,213.23,C8051579,8326.27,9119.88,0,0
9,CASH_IN,2359.24,C1000165,213.23,2572.47,C8017521,8244.61,5885.37,0,0
10,TRANSFER,950.01,C1000165,2572.47,1622.46,C8758863,19896.46,20846.47,0,0
11,CASH_OUT,1124.7,C1000165,1622.46,497.76,C8900847,16558.48,17683.18,0,0
12,CASH_IN,4527.89,C1000165,497.76,5025.65,C8643461,5891.12,1363.23,0,0
13,PAYMENT,3095.49,C1000165,5025.65,1930.16,M1743112,0.0,0.0,0,0
1,CASH_OUT,5023.35,C1000166,14847.08,9823.73,C8348977,12243.0,17266.35,0,0
2,CASH_IN,7491.58,C1000166,9823.73,17315.31,C8171752,2334.07,0.0,0,0
3,CASH_IN,4831.67,C1000166,17315.31,22146.98,C8948843,15334.03,10502.36,0,0
4,CASH_OUT,3743.33,C1000166,22146.98,18403.65,C8053774,6136.68,9880.01,0,0
5,TRANSFER,3334.7,C1000166,18403.65,15068.95,C8797125,837.23,4171.93,0,0
6,TRANSFER,1298.63,C1000166,15068.95,13770.32,C8552547,18333.9,19632.53,0,0
7,CASH_IN,2432.19,C1000166,13770.32,16202.51,C8659380,3503.71,1071.52,0,0
8,CASH_OUT,5249.54,C1000166,16202.51,10952.97,C8219503,10000.72,15250.26,0,0
9,PAYMENT,258.52,C1000166,10952.97,10694.45,M1856648,0.0,0.0,0,0
10,CASH_IN,4990.77,C1000166,10694.45,15685.22,C8227390,11259.16,6268.39,0,0
11,PAYMENT,5577.96,C1000166,15685.22,10107.26,M1259035,0.0,0.0,0,0
12,CASH_IN,7172.43,C1000166,10107.26,17279.69,C8331177,9666.7,2494.27,0,0
13,CASH_IN,2250.59,C1000166,17279.69,19530.28,C8145807,13168.67,10918.08,0,0
14,CASH_OUT,1319.64,C1000166,19530.28,18210.64,C8087963,1255.27,2574.91,0,0
15,PAYMENT,1962.02,C1000166,18210.64,16248.62,M1526832,0.0,0.0,0,0
16,CASH_OUT,1824.58,C1000166,16248.62,14424.04,C8589530,19824.0,21648.58,0,0
1,CASH_IN,2962.66,C1000167,34378.38,37341.04,C8125653,14925.64,11962.98,0,0
2,PAYMENT,2004.24,C1000167,37341.04,35336.8,M1641032,0.0,0.0,0,0
3,DEBIT,5026.52,C1000167,35336.8,30310.28,C8716432,937.14,5963.66,0,0
4,PAYMENT,310.0,C1000167,30310.28,30000.28,M1246772,0.0,0.0,0,0
5,PAYMENT,3035.18,C1000167,30000.28,26965.1,M1192114,0.0,0.0,0,0
6,CASH_OUT,3954.19,C1000167,26965.1,23010.91,C8551808,64.15,4018.34,0,0
7,DEBIT,344.66,C1000167,23010.91,22666.25,C8384912,17323.41,17668.07,0,0
8,PAYMENT,3192.24,C1000167,22666.25,19474.01,M1451385,0.0,0.0,0,0
9,CASH_OUT,3658.33,C1000167,19474.01,15815.68,C8894916,13632.22,17290.55,0,0
10,PAYMENT,4056.06,C1000167,15815.68,11759.62,M1118980,0.0,0.0,0,0
11,CASH_IN,3572.26,C1000167,11759.62,15331.88,C8880354,6890.1,3317.84,0,0
12,CASH_IN,4365.85,C1000167,15331.88,19697.73,C8693403,5146.09,780.24,0,0
1,PAYMENT,331.49,C1000168,37815.81,37484.32,M1333862,0.0,0.0,0,0
1,PAYMENT,5776.91,C1000169,7708.09,1931.18,M1762173,0.0,0.0,0,0
2,TRANSFER,877.61,C1000169,1931.18,1053.57,C8910984,7502.27,8379.88,0,0
3,PAYMENT,322.68,C1000169,1053.57,730.89,M1070321,0.0,0.0,0,0
1,PAYMENT,2893.47,C1000170,45747.2,42853.73,M1799264,0.0,0.0,0,0
1,PAYMENT,1882.2,C1000171,2347.02,464.82,M1018573,0.0,0.0,0,0
